case_id,parameter,estimate,lower,upper,transform,near_bound,status,interpretation,analysis_status,checkpoint_sha256
theta1_plus,pension_period,2.0463613896121218,,,,False,budget derived,,saved diagnostic input; not a selected calibrated estimate,98797979f66cdd5aa5d635fe248f75ab19a7c9006de84211c84ffc26c635cf92
theta1_plus,housing_supply_elasticity,0.63,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,98797979f66cdd5aa5d635fe248f75ab19a7c9006de84211c84ffc26c635cf92
theta1_plus,tenure_choice_kappa,0.005,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,98797979f66cdd5aa5d635fe248f75ab19a7c9006de84211c84ffc26c635cf92
theta1_plus,alpha_cons,0.733,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,98797979f66cdd5aa5d635fe248f75ab19a7c9006de84211c84ffc26c635cf92
theta1_plus,sigma,2.0,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,98797979f66cdd5aa5d635fe248f75ab19a7c9006de84211c84ffc26c635cf92
first_birth_fixed_cost_minus,beta_annual,0.9952765791045264,0.94,0.9995,discount,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,kappa_fert,2.1681730392479377,0.02,50.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,kappa_fert_continuation,1.7707705862013274,0.02,50.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,chi,1.0537270178404272,0.1,5.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,H0,8.43484407788035,0.2,80.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,theta0,0.570349890219075,0.0,8.0,softzero,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,theta1,0.10372395059042462,0.02,16.0,log,True,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,first_birth_fixed_cost,4.527336756265144,0.0,8.0,softzero,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,h_P,0.7168500088318734,0.1,2.3,log,False,diagnostic candidate; not a certified estimate,mapped first-child requirement,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,hbar_child_rooms,0.0,,,,False,zero restriction,,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,psi_child,0.2769630091060066,,,,False,normalized to 2.1,,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,payroll_tax,0.179,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,pension_period,2.0463613896121218,,,,False,budget derived,,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,housing_supply_elasticity,0.63,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,tenure_choice_kappa,0.005,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,alpha_cons,0.733,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_minus,sigma,2.0,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,11a0c6c991355e4ec8cf973d7456c1734751cac01dd0a522b5ff12eb409d8a1c
first_birth_fixed_cost_plus,beta_annual,0.9952765791045264,0.94,0.9995,discount,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,kappa_fert,2.1681730392479377,0.02,50.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,kappa_fert_continuation,1.7707705862013274,0.02,50.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,chi,1.0537270178404272,0.1,5.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,H0,8.43484407788035,0.2,80.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,theta0,0.570349890219075,0.0,8.0,softzero,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,theta1,0.10372395059042462,0.02,16.0,log,True,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,first_birth_fixed_cost,4.712126011622906,0.0,8.0,softzero,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,h_P,0.7168500088318734,0.1,2.3,log,False,diagnostic candidate; not a certified estimate,mapped first-child requirement,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,hbar_child_rooms,0.0,,,,False,zero restriction,,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,psi_child,0.28848007144215676,,,,False,normalized to 2.1,,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,payroll_tax,0.179,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,pension_period,2.0463613896121218,,,,False,budget derived,,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,housing_supply_elasticity,0.63,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,tenure_choice_kappa,0.005,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,alpha_cons,0.733,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
first_birth_fixed_cost_plus,sigma,2.0,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,9bc7db616236a8b736b2437aba0ebd74e2761cfc4b6adea63d8efd9aa059d3e9
h_P_minus,beta_annual,0.9952765791045264,0.94,0.9995,discount,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,kappa_fert,2.1681730392479377,0.02,50.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,kappa_fert_continuation,1.7707705862013274,0.02,50.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,chi,1.0537270178404272,0.1,5.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,H0,8.43484407788035,0.2,80.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,theta0,0.570349890219075,0.0,8.0,softzero,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,theta1,0.10372395059042462,0.02,16.0,log,True,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,first_birth_fixed_cost,4.619731383944025,0.0,8.0,softzero,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,h_P,0.7025130086552359,0.1,2.3,log,False,diagnostic candidate; not a certified estimate,mapped first-child requirement,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,hbar_child_rooms,0.0,,,,False,zero restriction,,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,psi_child,0.2818747817797713,,,,False,normalized to 2.1,,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,payroll_tax,0.179,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,pension_period,2.0463613896121218,,,,False,budget derived,,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,housing_supply_elasticity,0.63,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,tenure_choice_kappa,0.005,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,alpha_cons,0.733,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_minus,sigma,2.0,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,e29636f07caa08c7965459bde490874752d710a814c60f658cb3a6e6e0943e2f
h_P_plus,beta_annual,0.9952765791045264,0.94,0.9995,discount,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,kappa_fert,2.1681730392479377,0.02,50.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,kappa_fert_continuation,1.7707705862013274,0.02,50.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,chi,1.0537270178404272,0.1,5.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,H0,8.43484407788035,0.2,80.0,log,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,theta0,0.570349890219075,0.0,8.0,softzero,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,theta1,0.10372395059042462,0.02,16.0,log,True,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,first_birth_fixed_cost,4.619731383944025,0.0,8.0,softzero,False,diagnostic candidate; not a certified estimate,structural coordinate,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,h_P,0.731187009008511,0.1,2.3,log,False,diagnostic candidate; not a certified estimate,mapped first-child requirement,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,hbar_child_rooms,0.0,,,,False,zero restriction,,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,psi_child,0.2835112363282699,,,,False,normalized to 2.1,,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,payroll_tax,0.179,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,pension_period,2.0463613896121218,,,,False,budget derived,,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,housing_supply_elasticity,0.63,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,tenure_choice_kappa,0.005,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,alpha_cons,0.733,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
h_P_plus,sigma,2.0,,,,False,externally fixed,,saved diagnostic input; not a selected calibrated estimate,338d5fd13370e38d25a4afb638a498cbd9c0378b674e52d6764eef730e190ea4
